id_book,name_book
611-018/О280-933213,
611-018/Р851-106204,"Руководство по гистологии [Текст] : В 2 томах: Учебное пособие для студентов медицинских вузов и факультетов, аспирантов и слушателей системы дополнительного медицинского образования / ред.: И. Г. Акмаев, В. Л. Быков, О. Ю. Волкова. Том 2 : Частная гистология органов и систем / ред.: Р. К. Данилов, В. Л. Быков, И. А. Одинцова, 2001. - 735 с."
611-018/Р851-505256,"Руководство по гистологии [Текст] : В 2 томах: Учебное пособие для студентов медицинских вузов и факультетов, аспирантов и слушателей системы дополнительного медицинского образования / Ред. И. Г. Акмаев, Ред. В. Л. Быков, Ред. О. В. Волкова. Том 1 : Общая гистология (учение о тканях) / Ред. Р. К. Данилов, Ред. В. Л. Быков, 2001. - 495 с."
611.0/А924-834523,
611.0/Г147-034209,
611.0/Г147-239006,
611.0/Г147-866341,
611.0/Г606-896665,
611.0/Л436-373608,
611.0/Л436-373608,"Лекции по общей эмбриологии человека [Текст] : учебное пособие для студентов медико-биологического факультета, обучающихся по специальностям: 30.05.01 – Медицинская биохимия, 30.05.02 – Медицинская биофизика и 30.05.03 – Медицинская кибернетика / И. В. Мильто [и др.] ; рец.: Н. Н. Медведева, М. В. Завьялова, 2019. - 112 с."
611.0/О288-368094,
611.0/О288-368094,"Общий курс гистологии [Текст] : учебное пособие для самостоятельных занятий студентов, обучающихся по специальностям : 060101 Лечебное дело, 31.05.02 Педиатрия, 060105 Стоматология / Е. Ю. Варакута [и др.] ; ред. С. В. Логвинов ; рец. А. А. Жданкина, 2016. - 213 с."
611.0/П691-665585,
611.0/Ш359-141787,
611.018/О572-080125,
611.1/Г147-178355,
611.1/Г147-416556,
611.1/Г147-467719,
611.1/Г147-670214,
611.1/Г147-759756,
611.1/Г147-761648,
611.1/К592-469411,
611.2/Г147-505340,
611.2/Г147-565356,
611.2/Г147-670799,
611.2/Г147-946046,
611.3/Б953-179230,
611.3/Г147-057263,
611.3/Г147-130254,
611.3/Г147-250507,
611.3/Г147-359956,
611.3/Г147-565204,
611.3/Г147-589183,
611.3/Г147-694596,
611.3/Г337-302384,
611.3/Г337-302384,"Гемонов, Владимир Владимирович. Атлас по гистологии и эмбриологии органов ротовой полости и зубов [Текст] : учебное пособие для студентов стоматологических вузов (факультетов) / В. В. Гемонов, Э. Н. Лаврова, Л. И. Фалин, 2003. - 167 с."
611.3/Г337-926258,
611.3/Г337-926258,"Гемонов, Владимир Владимирович. Развитие и строение органов ротовой полости и зубов [Текст] : учебное пособие для студентов стоматологических вузов (факультетов) / В. В. Гемонов, Э. Н. Лаврова, Л. И. Фалин, 2002. - 256 с."
611.3/К727-272528,
611.3/К727-272528,"Костюченко, Витта Петровна. Органы пищеварительной системы [Текст] : учебное пособие для студентов, обучающихся по специальностям лечебное дело (060101), педиатрия (060103) и стоматология (060105) / В. П. Костюченко, А. В. Герасимов, С. В. Логвинов ; рец. А. В. Потапов, 2009. - 147 с."
611.3/П640-298559,
611.3/П640-298559,"Потапов, Алексей Валерьевич. Гистология и эмбриология органов ротовой полости [Текст] : учебное пособие студентов, обучающихся по специальности 060201 (060105) 65 - Стоматология / А. В. Потапов, Е. Ю. Варакута, С. В. Логвинов, 2012. - 88 с."
611.31/В121-103941,
611.31/В121-103941,"Вавилова, Татьяна Павловна. Биохимия тканей и жидкостей полости рта [Текст] : учебное пособие для студентов медицинских вузов / Т. П. Вавилова, 2012. - 208 с."
611.31/Г147-997489,
611.31/К603-777330,
611.31/К603-777330,"Колесников, Лев Львович. Анатомия зубов [Текст] : учебное пособие для студентов стоматологических факультетов медицинских вузов / Л. Л. Колесников, А. В. Чукбар, 2007. - 48 с."
611.4/Г147-659397,
611.4/Г147-737786,
611.4/С128-083773,
611.4/С128-301856,
611.6/Г142-680299,
611.6/Г147-164336,
611.6/Г147-317751,
611.6/Г147-383315,
611.6/Г147-641284,
611.6/Г147-848488,
611.6/Г147-926168,
611.7/Г147-253339,
611.7/Г147-527538,
611.7/Г147-565099,
611.7/Г147-693444,
611.7/Г147-711257,
611.7/Ф947-083035,
611.7/Ф947-279887,
611.7/Ф947-279887,"Функциональная анатомия опорно-двигательного аппарата [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам - программам специалитета по специальностям: ""Лечебное дело"", ""Педиатрия"", ""Стоматология"" / Л. В. Савельева [и др.] ; рец. Н. М. Лебедева, 2016. - 81 с."
611.7/Ф947-454557,
611.71/A81-903481828,
611.71/Г147-064947,
611.71/Г147-151077,
611.71/Г147-228006,
611.71/Г147-292535,
611.71/Г147-342898,
611.71/Г147-363247,
611.71/Г147-381517,
611.71/Г147-992984,
611.71/К592-284388,
611.73/А643-518800,
611.73/Г147-138733,
611.73/Г147-704458,
611.8/Г147-208367,
611.8/Г147-233998,
611.8/Г147-237413,
611.8/Г147-239994,
611.8/Г147-256652,
611.8/Г147-442843,
611.8/Г147-488825,
611.8/Г147-653061,
611.8/Г147-682629,
611.8/Г147-740869,
611.8/Г147-853234,
611.8/Г147-915364,
611.8/Г147-971978,
611.8/К592-179214,
611.8/К850-429190,
611.8/М192-408769,
611.8/М618-785485,
611.8/М806-338086,
611.8/М806-338086,"Морфология спинного и головного мозга человека [Текст] : учебное пособие для студентов медико-биологического факультета, обучающихся по специальностям 300501 ""Медицинская биохимия"", 300502 ""Медицинская биофизика"", 300503 ""Медицинская кибернетика"", 310501 ""Лечебное дело"" и 370501 ""Клиническая психология"" / И. В. Мильто [и др.] ; рец.: Н. Н. Медведева, М. В. Завьялова, 2020. - 222 с."
611.8/Н540-220828,
611.8/С914-366935,
611.8/С914-366935,"Суходоло, Ирина Владимировна. Функциональная морфология центральной нервной системы [Текст] : учебное пособие / И. В. Суходоло, Е. А. Геренг, 2008. - 134 с."
611.8/С914-374354,
611.8/С914-652698,
611.8/С914-652698,"Суходоло, Ирина Владимировна. Функциональная морфология центральной нервной системы [Текст] : учебное пособие для студентов, обучающихся по специальностям: 06011265 - Медицинская биохимия, 06011365 - Медицинская биофизика, 06011465 - Медицинская кибернетика / И. В. Суходоло, Е. А. Геренг ; рец.: Н. Н. Медведева, А. Н. Машак, 2009. - 132 с."
611.8/С914-652698,"Суходоло, Ирина Владимировна. Функциональная морфология центральной нервной системы [Текст] : учебное пособие для студентов, обучающихся по специальностям: 06011265 - Медицинская биохимия, 06011365 - Медицинская биофизика, 06011465 - Медицинская кибернетика / И. В. Суходоло, Е. А. Геренг, 2009. - 132 с."
611.8/С914-823051,
611.8/С914-823051,"Суходоло, Ирина Владимировна. Функциональная морфология центральной нервной системы [Текст] : учебное пособие для студентов медико-биологического факультета, обучающихся по специальностям 040800 (060112) - медицинская биохимия, 040900 (060113) - медицинская биофизика, 041000 (060114) - медицинская кибернетика / И. В. Суходоло, Е. А. Геренг, 2012. - 145 с."
611.8/Ф947-005082,
611.8/Ф947-005082,"Функциональная морфология периферической нервной системы и анализаторов [Текст] : учебное пособие для студентов медицинских вузов, обучающихся по специальностям: Медицинская биохимия, Медицинская биофизика, Медицинская кибернетика / И. В. Суходоло [и др.] ; рец.: Н. Н. Медведева, В. Л. Янин, 2013. - 122 с."
611.8/Ф947-263751,
611.8/Ф947-263751,"Функциональная морфология периферической нервной системы и анализаторов [Текст] : учебное пособие для обучающихся по основным профессиональным образовательным программам высшего образования - программам специалиста по специальностям: Медицинская биохимия, Медицинская биофизика, Медицинская кибернетика / И. В. Суходоло [и др.] ; рец.: Н. Н. Медведева, В. Л. Янин, 2014. - 122 с."
611.814/М618-864877,
611.9(076.5)/П691-968185,
611.9-053.3/С158-540391,
611.9/H23-998470,
611.9/M83-736442,
611.9/П691-364442,
611.9/П691-364442,"Практикум по топографической анатомии [Текст] : учебное пособие для студентов медицинских институтов / ред. Б. С. Гудимов, 1984. - 225 с."
611.91/Б163-869371,
611/A53-824506,"Ananthanarayan R. Textbook of Microbiology [Текст] : учебное пособие / R. Ananthanarayan, CK. J. Paniker ; ed. A. Kapil, 2015. - 710 p."
611/C549-436310,
611/C549-436310,"Sobotta, Johannes. Атлас анатомии человека [Текст] : пер. с нем. : в 2-х томах. Том 1 : Голова. Шея. Верхняя конечность : 727 цветных иллюстраций, 1070 рисунков / пер. и науч. ред. В. В. Куликов, 2010. - 432 с."
611/D80-102802,
611/D80-102802,"Drake, Richard L. Gray's anatomy for students [Текст] : учебное пособие / R. L. Drake, A. Wayne Vogl, A. W. M. Mitchell, 2015. - 1161 p."
611/D80-549142894,
611/K74-997402,
611/N47-770030,
611/N47-770030,"Netter, Frank H. Atlas of Human Anatomy [Текст] / F. H. Netter, 2014. - 531 p."
611/P92-161574,
611/S70-281827,
611/S70-408759,
611/S70-564153,
611/T42-490376,
611/V53-535794,
611/А643-072559,
611/А643-072559,"Анатомия человека [Текст] : в 2 томах : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальности 31.05.01 ""Лечебное дело"" и 31.05.02 ""Педиатрия"" по дисциплине ""Анатомия""; по специальности 32.05.01 ""Медико-профилактическое дело"" по дисциплине ""Анатомия человека. Топографическая анатомия"". Том 1 / М. Р. Сапин [и др.] ; ред. М. Р. Сапин, 2020. - 528 с."
611/А643-176077,
611/А643-176077,"Анатомия человека [Текст] : в 2 томах : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальности 31.05.01 ""Лечебное дело"" и 31.05.02 ""Педиатрия"" по дисциплине ""Анатомия""; по специальности 32.05.01 ""Медико-профилактическое дело"" по дисциплине ""Анатомия человека. Топографическая анатомия"". Том 2 / М. Р. Сапин [и др.] ; ред. М. Р. Сапин, 2020. - 464 с."
611/А643-198290,
611/А643-201620,
611/А643-201620,"Анатомия человека [Текст] : учебник для студентов, обучающихся по специальности 060105 - Стоматология / ред. : Л. Л. Колесников, С. С. Михайлов, 2006. - 816 с."
611/А643-244285,
611/А643-250187,"Анатомия человека [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам – программам бакалавриата по направлению подготовки: 34.03.01 – Сестринское дело / В. В. Иванова [и др.], 2021. - 314 с."
611/А643-288496,
611/А643-313599,
611/А643-313599,"Анатомия человека [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 31.05.01 ""Лечебное дело"" и 31.05.02 ""Педиатрия"" по дисциплине ""Анатомия""; по специальности 32.05.01 ""Медико-профилактическое дело"" по дисциплине ""Анатомия человека. Топографическая анатомия"" : в двух томах / М. Р. Сапин [и др.] ; под ред. М. Р. Сапина. - (Учебник). Том 1, 2015. - 528 с."
611/А643-483520,
611/А643-483520,"Анатомия человека [Текст] : учебник для студентов, обучающихся по специальности 060105 - Стоматология / ред. : Л. Л. Колесников, С. С. Михайлов, 2008. - 816 с."
611/А643-714728,
611/А643-714728,"Анатомия человека [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 31.05.01 ""Лечебное дело"" и 31.05.02 ""Педиатрия"" по дисциплине ""Анатомия""; по специальности 32.05.01 ""Медико-профилактическое дело"" по дисциплине ""Анатомия человека. Топографическая анатомия"" : в 2-х томах / М. Р. Сапин [и др.] ; под ред. М. Р. Сапина. - (Учебник). Том 2, 2015. - 456 с."
611/А643-742543,
611/А643-742543,"Анатомия человека [Текст] : учебник для студентов вузов, обучающихся по специальности 040400 - Стоматология / под ред. Л. Л. Колесникова, С. С. Михайлова, 2004. - 814 с."
611/А643-742543,"Анатомия человека [Текст] : учебник для студентов вузов, обучающихся по специальности 040400 - Стоматология / ред.: Л. Л. Колесников, С. С. Михайлов, 2004. - 814 с."
611/А643-928877,
611/А643-990608,
611/Б612-183148,
611/Б612-183946,
611/Б612-963716,
611/Б953-181300,
611/Б953-442422120,
611/Г147-020887,
611/Г147-548162,
611/Г147-959986,
611/Г214-808090,
611/Г214-808090,"Гартнер, Лесли П. Цветной атлас гистологии [Текст] : пер. с англ. / Л. П. Гартнер, Д. Л. Хайатт ; ред. В. П. Сапрыкин, 2008. - 480 с."
611/Г337-748149,
611/Г516-079895,
611/Г516-126544,
611/Г516-196132,
611/Г516-196132,"Гистология, эмбриология, цитология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальности 31.05.01 ""Лечебное дело"", 32.05.01 ""Медико-профилактическое дело"", 31.05.02 ""Педиатрия"" по дисциплине ""Гистология, эмбриология, цитология"" / Ю. И. Афанасьев [и др.] ; под ред. Ю. И. Афанасьева, Н. А. Юриной ; науч. ред. Р. К. Данилов, 2018. - 800 с."
611/Г516-327020,
611/Г516-338576,
611/Г516-393059,
611/Г516-463131,
611/Г516-486311,"Гистологя, цтология и эмбриология. -2001"
611/Г516-581686,
611/Г516-581686,"Гистология, цитология и эмбриология [Текст] : учебник для студентов, обучающихся по специальностям: 040100 - Лечебное дело, 040200 - Педиатрия, 040300 - Медико-профилактическое дело, 040400 - Стоматология, 040600 - Сестринское дело, 040800 - Медицинская биохимия, Медицинская биофизика, Медицинская кибернетика / под ред. Ю. И. Афанасьева, С. Л. Кузнецова, Н. А. Юриной, 2006. - 768 с."
611/Г516-586510,
611/Г516-648691,
611/Г516-763123,
611/Г516-774951,
611/Г516-785135,
611/Г516-785135,"Гистология, эмбриология, цитология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 31.05.01 ""Лечебное дело"", 32.05.01 ""Медико-профилактическое дело"", 31.05.02 ""Педиатрия"" по дисциплине ""Гистология, эмбриология, цитология"" / Ю. И. Афанасьев [и др.] ; под ред.: Ю. И. Афанасьева, Н. А. Юриной ; науч. ред. Р. К. Данилов, 2014. - 800 с."
611/Г516-803073,
611/Г516-977973,
611/Д183-535815,
611/Ж126-277243,
611/Ж894-855121,
611/Ж894-855121,"Жункейра, Луиз Карлос. Гистология [Текст] : учебное пособие : атлас : пер. с англ. / Л. К. Жункейра, Ж. Карнейро, 2009. - 576 с."
611/К181-337935,
611/К850-022628,
611/К891-040438,
611/К994-995747,"Кюнель, Вольфганг. Цветной атлас по цитологии, гистологии и микроскопической анатомии [Текст] : пер. с англ. / В. Кюнель ; пер. Е. Погосян, 2007. - 533 с."
611/Л373-334580,
611/Л436-761097,
611/Л436-761097,"Лекции по висцерологии [Текст] : учебное пособие для студентов медико-биологического факультета, обучающихся по специальностям: 060601 65 - медицинская биохимия; 060602 65 - медицинская биофизика; 060609 65 - медицинская кибернетика / И. В. Суходоло [и др.] ; рец. Р. И. Плешко, 2013. - 139 с."
611/М990-107629,
611/М990-370858,
611/Н573-065152,
611/Н573-065152,"Неттер, Фрэнк. Атлас анатомии человека [Текст] : пер. с англ. / Ф. Неттер ; под ред. Н. О. Бартоша, Л. Л. Колесникова, 2007. - 624 с."
611/Н573-406750,
611/Н573-564591,
611/Н573-564591,"Неттер, Фрэнк. Атлас анатомии человека [Текст] : учебное пособие для студентов медицинских вузов : пер. с англ. / Фрэнк Неттер ; под ред. Л. Л. Колесникова, 2015. - 624 с."
611/П752-222071,
611/П752-222071,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2011. - 720 с."
611/П752-272564,
611/П752-272564,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович ; авт. предисл. А. К. Косоуров, 2014. - 720 с."
611/П752-402865,
611/П752-402865,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2009. - 720 с."
611/П752-459436,
611/П752-459436,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2002. - 704 с."
611/П752-560149,
611/П752-560149,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2008. - 720 с."
611/П752-560149,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2008. - 720 с."
611/П752-586107,
611/П752-586107,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2006. - 720 с."
611/П752-596117,
611/П752-596117,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович, 2010. - 720 с."
611/П752-633568,
611/П752-814059,
611/П752-882559,
611/П752-882559,"Привес, Михаил Григорьевич. Анатомия человека [Текст] : учебник для российских и иностранных студентов медицинских вузов и факультетов / М. Г. Привес, Н. К. Лысенков, В. И. Бушкович ; авт. предисл. А. К. Косоуров, 2017. - 720 с."
611/С192-009963,
611/С192-069777,
611/С192-180141,
611/С192-180141,"Сапин, Михаил Романович. Атлас анатомии человека для стоматологов [Текст] : для студентов стоматологических факультетов и вузов / М. Р. Сапин, Д. Б. Никитюк, Л. М. Литвиненко ; рец.: Л. Л. Колесников, И. М. Макеева, 2009. - 600 с."
611/С192-213332,
611/С192-309948,
611/С192-370249,
611/С192-370249,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : учебное пособие для студентов медицинских вузов : в 3-х томах. Том 1 : Учение о костях, соединениях костей и мышцах, 2007. - 296 с."
611/С192-374669,
611/С192-374669,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : в 3-х томах : учебное пособие для студентов медицинских вузов. Том 3 : Учение о нервной системе, 2006. - 252 с."
611/С192-479957,
611/С192-479957,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : учебное пособие для студентов медицинских вузов : в 3-х томах. Том 2 : Учение о внутренностях, органах иммунной системы, лимфатической системе, эндокринных железах и сосудах, 2007. - 340 с."
611/С192-491430,
611/С192-491430,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : в 3-х томах : учебное пособие для студентов медицинских вузов. Том 1 : Учение о костях, соединениях костей и мышцах, 2006. - 296 с."
611/С192-491430,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : учебное пособие для студентов медицинских вузов : в 3-х томах. Том 1 : Учение о костях, соединениях костей и мышцах, 2006. - 296 с."
611/С192-493609,
611/С192-510675,
611/С192-540393,
611/С192-588166,
611/С192-663190,
611/С192-663190,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : учебное пособие для студентов медицинских вузов : в 3-х томах. Том 3 : Учение о нервной системе, 2007. - 252 с."
611/С192-717283,
611/С192-738537,
611/С192-776124,
611/С192-808436,
611/С192-808436,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : в 3-х томах : учебное пособие для студентов медицинских вузов. Том 2 : Учение о внутренностях, органах иммунной системы, лимфатической системе, эндокринных железах и сосудах, 2006. - 340 с."
611/С192-808436,"Сапин, Михаил Романович (анатомия ; 19251019). Атлас анатомии человека [Текст] : учебное пособие для студентов медицинских вузов : в 3-х томах. Том 2 : Учение о внутренностях, органах иммунной системы, лимфатической системе, эндокринных железах и сосудах, 2006. - 340 с."
611/С192-970474,
611/С383-070170,
611/С383-354930,
611/С383-404817,
611/С383-440145,
611/С383-465045,
611/С383-560153,
611/С383-619352,
611/С383-670582,
611/С383-701503,
611/С383-712116,
611/С383-764012,
611/С383-764959,
611/С383-816215,
611/С383-836723671,
611/С383-859745,
611/С383-900818,
611/С383-920477,
611/С549-065871,
611/С549-065871,"Sobotta, Johannes. Атлас анатомии человека [Текст] : пер. с нем. Том 1/2 : Таблицы мышц, суставов и нервов : приложение к тому 2, 2011. - 103 с."
611/С549-598988,
611/С549-598988,"Sobotta, Johannes. Атлас анатомии человека [Текст] : пер. с нем. : в 2-х томах. Том 2 : Туловище. Внутренние органы. Нижняя конечность : 704 цветные иллюстрации, 914 рисунков / пер. и науч. ред. В. В. Куликов, 2011. - 416 с."
611/Ф368-907577,
611/Ч-254-898894,
611/Ч-254-898894,"Частный курс гистологии [Текст] : в 2 частях : учебное пособие для самостоятельных занятий студентов, обучающихся по специальностям: 31.05.01 - Лечебное дело, 31.05.02 - Педиатрия, 31.05.03 - Стоматология. Часть 1 / Л. Р. Мустафина [и др.] ; под ред. С. В. Логвинова ; рец.: А. А. Жданкина, Р. И. Плешко, 2020. - 220 с."
6111/A26-491682,
612(075)/Н831-693507,
612(075)/Ф504-157483,
612(075)/Ф504-157483,"Физиология человека [Текст] : [Руководство]: В 3 томах: Пер. с англ. / Ред. Р. Шмидт; Ред. Г. Тевс. Том 1, 1996. - 323 с."
612(075)/Ф504-182043,
612(075)/Ф504-182043,"Физиология человека [Текст] : учебное пособие / ред. Г. И. Косицкий, 1985. - 559 с."
612(075)/Ф504-295477,
612(075)/Ф504-433471,
612(075.32)/Ч947-605540,
612(075.8)/Ф504-492606,
612-552707,
612-688536,
612.0/А728-966037,
612.0/Л691-407737,
612.0/Н831-609282,
612.0/О753-075916,
612.0/О753-110784,
612.0/О753-832996,
612.0/О753-934978,
612.0/П691-073519,
612.0/Т434-472900,
612.015/К493-686233,
612.017.1(075.8/Х158-506422,
612.017.1(075.8/Х158-506422,"Хаитов, Рахим Мусаевич. Иммунология [Текст] : учебник / Р. М. Хаитов, Г. А. Игнатьева, И. Г. Сидорович, 2000. - 432 с."
612.017.1/K42-544335725,
612.017.1/Д725-743591,"Дранник, Георгий Николаевич. Клиническая иммунология и аллергология [Текст] : монография / Г. Н. Дранник, 2003. - 604 с."
612.017.1/З553-597390,
612.017.1/З553-597390,"Земсков, Андрей Михайлович. Клиническая иммунология [Текст] : учебное пособие для студентов медицинских вузов / А. М. Земсков, В. М. Земсков, А. В. Караулов ; ред. А. М. Земсков, 2005. - 320 с."
612.017.1/К493-977384,
612.017.1/К493-977384,"Клиническая иммунология и аллергология [Текст] : учебное пособие для студентов медицинских вузов / В. В. Климов [и др.] ; под ред. В. В. Климова, 2008. - 212 с."
612.017.1/П387-556544,
612.017.1/Р659-813132,
612.017.1/Р659-904226,
612.017.1/Х158-495311,
612.017.1/Х158-936540,
612.017.1/Х158-936540,"Хаитов, Рахим Мусаевич. Иммунология [Текст] : учебник для студентов медицинских вузов с компакт-диском / Р. М. Хаитов ; рец.: В. А. Черешнев, А. В. Караулов, Л. В. Ковальчук, 2006. - 320 с."
612.017.1/Х158-936540,"Хаитов, Рахим Мусаевич. Иммунология [Текст] : учебник для студентов медицинских вузов с компакт-диском / Р. М. Хаитов, 2006. - 320 с."
612.017.2/М550-010996,"Механизмы адаптации организма [Текст] : материалы научной конференции, посвященной памяти и 90-летию со дня рождения профессора В. А. Пегеля (Томск, 3-5 декабря 1996 г.) / Сибирский медицинский университет (Томск). Конференция, посвященная 90-летию В. А. Пегеля (1996 ; Томск), 1996. - 118 с."
612.017/K56-439263,
612.017/K56-925033,
612.017/Г150-822580,
612.017/К492-074303,
612.017/К492-074303,"Климов, Владимир Васильевич. Основы иммунологии [Текст] : учебное пособие для студентов врачебных факультетов по специальности 31.05.01 - Лечебное дело, 31.05.02 - Педиатрия / В. В. Климов ; рец.: Т. П. Ветлугина, Е. Н. Кологривова, 2017. - 169 с."
612.017/К492-104190,
612.017/К492-104190,"Климов, Владимир Васильевич. Руководство по иммунологии для стоматологов [Текст] : учебное пособие для студентов стоматологических факультетов и отделений по специальности 31.05.03 - Стоматология / В. В. Климов, В. А. Шустова ; рец.: М. Н. Стахеева, Е. Н. Кологривова, 2017. - 156 с."
612.017/К492-500277,
612.017/К492-500277,"Климов, Владимир Васильевич. Иммунология [Текст] : учебное пособие для студентов медико-биологического факультета по специальностям 060601.65 – Медицинская биохимия, 060602.65 – Медицинская биофизика, 060609.65 – Медицинская кибернетика / В. В. Климов, Е. Н. Кологривова ; рец.: М. Н. Стахеева, А. А. Денисов, 2018. - 235 с."
612.017/М182-925706,
612.017/Х158-026666,
612.017/Х158-026666,"Хаитов, Рахим Мусаевич. Иммунология. Норма и патология [Текст] : учебник для студентов медицинских вузов  и университетов / Р. М. Хаитов, Г. А. Игнатьева, И. Г. Сидорович, 2010. - 752 с."
612.017/Я731-517126,
612.1/.8/Ф504-576680,
612.1/М192-543727,
612.1/М192-543727,"Малиновская, Ирина Станиславовна. Кровь. Кроветворение. Иммунитет. Органы гемопоэза и иммунной защиты [Текст] : учебное пособие для студентов медицинских вузов, обучающихся по специальностям 060101 - лечебное дело, 060103 - педиатрия / И. С. Малиновская, Е. Ю. Варакута, С. В. Логвинов ; рец.: В. В. Семченко, Ю. И. Склянов, 2007. - 96 с. ; [4] л. ил. с."
612.1/М798-212051,
612.11/К493-636493,
612.11/К493-636493,"Клиническая интерпретация анализа периферической крови [Текст] : учебное пособие для студентов, обучающихся по основным профессиональным образовательным программам высшего образования - программам специалитета по специальностям: Лечебное дело, Педиатрия, Медицинская биохимия, Медицинская биофизика, Медицинская кибернетика / Т. С. Агеева [и др.] ; рец. А. И. Карзилов, 2014. - 72 с."
612.111.3/П305-349849,
612.17/Р680-864745,
612.17/Ф504-115050,
612.3/Б254-071574,
612.3/Б254-769878,
612.3/Б254-942793,
612.3/Н469-553820,
612.31/Б832-559759,"Боровский, Евгений Власович. Биология полости рта [Текст] : монография / Е. В. Боровский, В. К. Леонтьев, 1991. - 301 с."
612.31/Ж135-028914,
612.43.014.4/Д263-507331,
612.43/45/Ф947-693738,
612.65/Ф504-641714,"Физиология роста и развития детей и подростков (теоретические и клинические вопросы) [Текст] : в 2 томах / ред.: А. А. Баранов, Л. А. Щеплягина. Том 2, 2006. - 464 с."
612.65/Ф504-910671,"Физиология роста и развития детей и подростков (теоретические и клинические вопросы) [Текст] : в 2 томах / ред.: А. А. Баранов, Л. А. Щеплягина. Том 1, 2006. - 432 с."
612.7/Г972-860760,
612.7/М490-951349,
612.8/З761-341893,
612.8/К493-156047,
612.8/К493-156047,"Клиническая психология [Текст] : учебник для студентов медицинских вузов и факультетов клинической психологии / под ред. Б. Д. Карвасарского, 2008. - 960 с."
612.8/К493-490565,
612.8/К493-490565,"Клиническая психология [Текст] : учебник для студентов медицинских вузов и факультетов клинической психологии / ред. : Б. Д. Карвасарский, 2007. - 960 с."
612.8/К493-611016,
612.8/Л872-837668,
612.8/Н426-658359,
612.8/С506-428079,
612.8/С506-428079,"Смирнов, Виктор Михайлович. Физиология сенсорных систем и высшая нервная деятельность [Текст] : учебное пособие для студентов медицинских вузов / В. М. Смирнов, С. М. Будылина, 2009. - 336 с."
612.8/Ф504-571465,
612.8/Ф504-674668,
612.8/Ф504-674668,"Физиология высшей нервной деятельности и сенсорных систем [Текст] : учебное пособие для преподавателей и студентов / М. А. Медведев [и др.] ; ред. М. А. Медведев, 2003. - 188 с."
612.82(075)/Д183-983353,
612.82/Б741-037272,
612.82/Н640-357859,
612.82/Н640-357859,"Никольская, Ольга Лазаревна. Ознакомительная практика по специальности ""Клиническая психология"" (1 курс, 2 семестр) [Текст] : учебно-методическое пособие для студентов специальности 37.05.01 ""Клиническая психология"" (уровень специалитета) / О. Л. Никольская ; рец.: М. В. Шабаловская, Л. В. Смольникова, 2019. - 101 с."
612.82/П867-041879,
612.82/П867-041879,"Психофизиология [Текст] : учебник для студентов высших учебных заведений, обучающихся по направлению 521000 ""Психология"" и специальностям 020400 ""Психология"", 022700 ""Клиническая психология"" / Московский университет им. М. В. Ломоносова (М.), Психологический факультет, 2016. - 464 с."
612.82/Ш122-153481,
